student_id,interests,experience_level,learning_mode
STU04490,"Artificial Intelligence, Cybersecurity, Data Analytics",Intermediate,practical
STU04491,Data Science,Beginner,Visual
STU04492,"Artificial Intelligence, Machine Learning",Advanced,Reading
STU04493,Software Development,Intermediate,practical
STU04494,Cloud Computing,Advanced,Visual
STU04495,"Web Development, DevOps, Artificial Intelligence",Intermediate,practical
STU04496,"Cybersecurity, Data Science",Intermediate,Reading
STU04497,Artificial Intelligence,Beginner,practical
STU04498,Cloud Computing,Intermediate,Reading
STU04499,SQL,Beginner,Visual
STU04500,"Data Analytics, Web Development, Artificial Intelligence",Beginner,Reading
STU04501,"Software Development, Cloud Computing",Beginner,practical
STU04502,"Python, Data Analytics",Advanced,Reading
STU04503,"Python, Artificial Intelligence",Intermediate,Visual
STU04504,Artificial Intelligence,Intermediate,Visual
STU04505,Data Science,Advanced,Visual
STU04506,"Web Development, Artificial Intelligence, Data Analytics",Beginner,practical
STU04507,Artificial Intelligence,Advanced,Reading
STU04508,"DevOps, Python, Cybersecurity",Advanced,Reading
STU04509,"Artificial Intelligence, Web Development, Deep Learning",Advanced,practical
STU04510,Web Development,Intermediate,Visual
STU04511,"Data Analytics, Data Science, Cybersecurity",Advanced,Visual
STU04512,Data Science,Advanced,practical
STU04513,"DevOps, Cloud Computing",Intermediate,Reading
STU04514,Python,Beginner,practical
STU04515,Machine Learning,Intermediate,practical
STU04516,"Data Science, Python",Advanced,Reading
STU04517,"Python, DevOps, Deep Learning",Beginner,Reading
STU04518,"Machine Learning, Data Analytics",Beginner,Reading
STU04519,"SQL, Machine Learning, Data Science",Advanced,practical
STU04520,SQL,Beginner,practical
STU04521,"Cybersecurity, Software Development",Intermediate,Reading
STU04522,Deep Learning,Advanced,Reading
STU04523,DevOps,Beginner,Reading
STU04524,Web Development,Advanced,practical
STU04525,"Deep Learning, Data Analytics, Web Development",Beginner,Visual
STU04526,"SQL, Web Development, Machine Learning",Beginner,Reading
STU04527,"Deep Learning, Data Science, Cloud Computing",Beginner,Visual
STU04528,Cybersecurity,Beginner,Reading
STU04529,"Cloud Computing, Software Development, Cybersecurity",Advanced,Reading
STU04530,"Web Development, SQL, Machine Learning",Beginner,practical
STU04531,"Web Development, Data Science",Beginner,practical
STU04532,"Data Analytics, SQL, Artificial Intelligence",Beginner,practical
STU04533,"Software Development, Data Science",Beginner,practical
STU04534,Cybersecurity,Beginner,practical
STU04535,"Cybersecurity, Software Development",Beginner,Reading
STU04536,"Cybersecurity, Deep Learning",Advanced,Reading
STU04537,"Cloud Computing, Data Analytics",Intermediate,practical
STU04538,"Cybersecurity, DevOps",Intermediate,Visual
STU04539,"Data Science, Python",Intermediate,practical
STU04540,SQL,Intermediate,Reading
STU04541,Artificial Intelligence,Intermediate,Reading
STU04542,"Machine Learning, Web Development",Beginner,Visual
STU04543,SQL,Advanced,Visual
STU04544,"DevOps, SQL",Beginner,Reading
STU04545,Deep Learning,Advanced,practical
STU04546,DevOps,Intermediate,practical
STU04547,"Machine Learning, Cybersecurity, Deep Learning",Advanced,Reading
STU04548,"Data Analytics, DevOps",Advanced,Visual
STU04549,"Cybersecurity, Software Development",Advanced,Reading
STU04550,"Python, Deep Learning",Advanced,Visual
STU04551,Python,Beginner,practical
STU04552,"DevOps, Machine Learning",Beginner,Visual
STU04553,"Cybersecurity, SQL, Python",Intermediate,practical
STU04554,Web Development,Advanced,Reading
STU04555,"Software Development, Data Analytics, Web Development",Beginner,Visual
STU04556,"Web Development, Data Science",Advanced,practical
STU04557,"Cybersecurity, Cloud Computing, Data Science",Advanced,practical
STU04558,Software Development,Advanced,Visual
STU04559,"Cybersecurity, Data Science, Web Development",Beginner,Visual
STU04560,SQL,Beginner,Visual
STU04561,Cybersecurity,Intermediate,Reading
STU04562,"Cybersecurity, Python, Web Development",Beginner,Reading
STU04563,Python,Intermediate,Reading
STU04564,"Cloud Computing, Machine Learning, Data Analytics",Beginner,practical
STU04565,"Web Development, SQL, Deep Learning",Intermediate,Visual
STU04566,Machine Learning,Beginner,practical
STU04567,SQL,Intermediate,Reading
STU04568,"Web Development, Machine Learning",Intermediate,practical
STU04569,"Web Development, Python",Intermediate,practical
STU04570,"Machine Learning, SQL",Beginner,practical
STU04571,SQL,Advanced,Visual
STU04572,"Data Science, Python, Software Development",Intermediate,practical
STU04573,"Python, Cloud Computing",Beginner,Visual
STU04574,SQL,Advanced,practical
STU04575,"Web Development, Machine Learning",Advanced,Visual
STU04576,"Web Development, Machine Learning",Intermediate,Visual
STU04577,Machine Learning,Intermediate,practical
STU04578,"Machine Learning, Data Science",Intermediate,Visual
STU04579,"Artificial Intelligence, Data Analytics, Web Development",Advanced,Reading
STU04580,"Machine Learning, Artificial Intelligence",Beginner,Reading
STU04581,"Data Analytics, Data Science, Software Development",Intermediate,Visual
STU04582,"Cloud Computing, Data Science",Beginner,Visual
STU04583,"Cybersecurity, Python, Deep Learning",Advanced,Visual
STU04584,Cybersecurity,Intermediate,Visual
STU04585,Artificial Intelligence,Intermediate,practical
STU04586,"SQL, Machine Learning",Beginner,practical
STU04587,"Python, Web Development",Intermediate,Visual
STU04588,"SQL, Software Development",Beginner,Reading
STU04589,Python,Advanced,Reading
STU04590,Data Science,Beginner,Visual
STU04591,"Artificial Intelligence, Data Science, Python",Intermediate,Reading
STU04592,"Cybersecurity, SQL, Data Science",Beginner,practical
STU04593,"Web Development, Cloud Computing, Cybersecurity",Advanced,practical
STU04594,"Artificial Intelligence, Data Science, Software Development",Beginner,Visual
STU04595,"Machine Learning, Deep Learning, DevOps",Beginner,practical
STU04596,"Cloud Computing, SQL",Intermediate,practical
STU04597,"Cybersecurity, Deep Learning",Beginner,Reading
STU04598,Python,Advanced,Reading
STU04599,Machine Learning,Intermediate,practical
STU04600,"Data Analytics, Deep Learning",Intermediate,Reading
STU04601,Python,Beginner,Reading
STU04602,Data Analytics,Intermediate,Reading
STU04603,"Web Development, Python, DevOps",Beginner,Visual
STU04604,"Deep Learning, Cloud Computing, SQL",Beginner,practical
STU04605,Python,Beginner,Visual
STU04606,"Cloud Computing, Cybersecurity, Artificial Intelligence",Advanced,Reading
STU04607,"Machine Learning, Cloud Computing, Python",Beginner,Reading
STU04608,"Machine Learning, Cloud Computing, Python",Advanced,Visual
STU04609,Data Analytics,Intermediate,Reading
STU04610,"SQL, Data Science, Artificial Intelligence",Beginner,practical
STU04611,"Data Science, DevOps",Beginner,Visual
STU04612,Data Analytics,Beginner,Visual
STU04613,"DevOps, Data Science, Deep Learning",Beginner,Visual
STU04614,"Artificial Intelligence, Web Development",Advanced,Reading
STU04615,"Python, Machine Learning",Advanced,Reading
STU04616,DevOps,Intermediate,practical
STU04617,"Data Analytics, Cybersecurity",Intermediate,Visual
STU04618,"Cybersecurity, Machine Learning",Advanced,Reading
STU04619,"Machine Learning, Cybersecurity, Data Science",Advanced,Visual
STU04620,"Cloud Computing, Cybersecurity",Beginner,Visual
STU04621,Cybersecurity,Advanced,Visual
STU04622,DevOps,Intermediate,Reading
STU04623,"DevOps, Cybersecurity",Intermediate,Reading
STU04624,"DevOps, SQL",Beginner,Visual
STU04625,Data Science,Advanced,practical
STU04626,"Data Science, Data Analytics, Web Development",Intermediate,Visual
STU04627,"Cybersecurity, Web Development, Python",Advanced,Reading
STU04628,SQL,Intermediate,practical
STU04629,"SQL, Artificial Intelligence, DevOps",Beginner,Reading
STU04630,"Python, Web Development, Data Analytics",Intermediate,Reading
STU04631,"Web Development, Python, Machine Learning",Beginner,Reading
STU04632,Data Analytics,Advanced,Visual
STU04633,Machine Learning,Beginner,practical
STU04634,Cloud Computing,Advanced,practical
STU04635,DevOps,Intermediate,Reading
STU04636,Data Analytics,Intermediate,Reading
STU04637,Software Development,Intermediate,Reading
STU04638,SQL,Beginner,Visual
STU04639,"Web Development, DevOps, Deep Learning",Intermediate,practical
STU04640,Software Development,Beginner,practical
STU04641,Python,Intermediate,practical
STU04642,"Cybersecurity, Python, DevOps",Beginner,practical
STU04643,"Python, Web Development, Software Development",Advanced,Reading
STU04644,"Data Analytics, Deep Learning, Web Development",Advanced,Visual
STU04645,"Cloud Computing, Deep Learning, Python",Intermediate,Visual
STU04646,"Deep Learning, DevOps",Advanced,Visual
STU04647,Machine Learning,Intermediate,Visual
STU04648,"Artificial Intelligence, Cybersecurity",Intermediate,Visual
STU04649,"Machine Learning, Data Analytics",Advanced,practical
STU04650,"Data Analytics, Web Development",Beginner,Reading
STU04651,"DevOps, Artificial Intelligence, Cybersecurity",Intermediate,Reading
STU04652,Machine Learning,Intermediate,Reading
STU04653,"SQL, Artificial Intelligence, DevOps",Beginner,Visual
STU04654,Cloud Computing,Intermediate,practical
STU04655,"Data Analytics, Data Science, SQL",Advanced,Visual
STU04656,"SQL, Python",Intermediate,Reading
STU04657,"Web Development, Cybersecurity",Advanced,Reading
STU04658,"Web Development, Software Development",Intermediate,practical
STU04659,"Machine Learning, Data Science, Web Development",Beginner,Visual
STU04660,"Software Development, Data Analytics",Beginner,Reading
STU04661,"Cloud Computing, Software Development",Advanced,Reading
STU04662,"Web Development, Cybersecurity, DevOps",Beginner,Reading
STU04663,"Cybersecurity, DevOps, Artificial Intelligence",Advanced,Reading
STU04664,"SQL, Software Development, Artificial Intelligence",Advanced,Reading
STU04665,"Web Development, Machine Learning, Data Analytics",Beginner,Reading
STU04666,"Web Development, Software Development, DevOps",Intermediate,Reading
STU04667,"DevOps, Python, Cybersecurity",Advanced,Reading
STU04668,"Data Analytics, Data Science",Intermediate,Visual
STU04669,"Artificial Intelligence, Web Development, Deep Learning",Intermediate,practical
STU04670,"Machine Learning, Data Analytics",Beginner,Visual
STU04671,"Python, Artificial Intelligence",Beginner,Reading
STU04672,"Cloud Computing, SQL, DevOps",Intermediate,Visual
STU04673,Cloud Computing,Intermediate,Reading
STU04674,"Deep Learning, Software Development, Cybersecurity",Beginner,Reading
STU04675,Software Development,Beginner,practical
STU04676,"Data Analytics, Machine Learning",Advanced,practical
STU04677,"Cybersecurity, Machine Learning",Advanced,practical
STU04678,Cloud Computing,Intermediate,Visual
STU04679,"Deep Learning, Machine Learning, Cloud Computing",Beginner,Reading
STU04680,Artificial Intelligence,Intermediate,Reading
STU04681,Web Development,Advanced,Visual
STU04682,"SQL, Web Development, Artificial Intelligence",Intermediate,Reading
STU04683,"Python, Cybersecurity",Advanced,Visual
STU04684,DevOps,Advanced,Reading
STU04685,Data Science,Intermediate,practical
STU04686,"DevOps, Machine Learning",Intermediate,Reading
STU04687,"DevOps, Data Analytics, Artificial Intelligence",Beginner,practical
STU04688,"Data Analytics, SQL",Beginner,Reading
STU04689,"Data Analytics, SQL",Advanced,Reading
STU04690,"Cybersecurity, DevOps",Beginner,practical
STU04691,"Machine Learning, Cybersecurity",Beginner,Visual
STU04692,"SQL, Software Development, Data Science",Beginner,Visual
STU04693,"Software Development, Data Analytics",Intermediate,Reading
STU04694,"Python, Data Science, Web Development",Advanced,Reading
STU04695,DevOps,Beginner,practical
STU04696,Python,Intermediate,practical
STU04697,"SQL, Artificial Intelligence",Intermediate,practical
STU04698,Python,Beginner,Reading
STU04699,"Data Analytics, Python",Beginner,Visual
STU04700,"Python, Artificial Intelligence, SQL",Advanced,Visual
STU04701,"Cybersecurity, Data Analytics, SQL",Beginner,practical
STU04702,Cybersecurity,Intermediate,Reading
STU04703,"Cybersecurity, DevOps",Beginner,Visual
STU04704,"Data Analytics, Deep Learning",Advanced,Visual
STU04705,"Data Analytics, Data Science, Python",Beginner,Visual
STU04706,Data Analytics,Advanced,Reading
STU04707,"Python, Cybersecurity, SQL",Advanced,Visual
STU04708,"Software Development, Cybersecurity, Data Analytics",Intermediate,practical
STU04709,"Deep Learning, Data Analytics",Intermediate,Visual
STU04710,"Software Development, Data Analytics, Data Science",Intermediate,practical
STU04711,"Deep Learning, Data Science, Cybersecurity",Intermediate,Visual
STU04712,"Software Development, Machine Learning",Beginner,practical
STU04713,"Python, Data Analytics, Cybersecurity",Beginner,practical
STU04714,SQL,Advanced,Visual
STU04715,"Deep Learning, Machine Learning, Web Development",Advanced,Reading
STU04716,"Deep Learning, Web Development, Cloud Computing",Beginner,Visual
STU04717,"DevOps, Web Development",Beginner,Visual
STU04718,DevOps,Advanced,practical
STU04719,"Cloud Computing, Deep Learning, DevOps",Intermediate,Reading
STU04720,"Machine Learning, Python, Cloud Computing",Advanced,Visual
STU04721,"Data Analytics, Python",Beginner,Reading
STU04722,"Deep Learning, Cybersecurity, Data Science",Advanced,Reading
STU04723,Deep Learning,Advanced,Visual
STU04724,"Data Science, Machine Learning",Intermediate,Visual
STU04725,Web Development,Beginner,practical
STU04726,"Data Science, Web Development",Advanced,Visual
STU04727,"Python, SQL, Deep Learning",Beginner,practical
STU04728,Data Analytics,Advanced,Visual
STU04729,Cloud Computing,Beginner,Reading
STU04730,"Artificial Intelligence, DevOps",Beginner,practical
STU04731,SQL,Intermediate,Visual
STU04732,"Python, Artificial Intelligence, Software Development",Beginner,Visual
STU04733,"Machine Learning, Data Analytics",Advanced,Visual
STU04734,Web Development,Intermediate,Reading
STU04735,DevOps,Beginner,Reading
STU04736,Machine Learning,Intermediate,practical
STU04737,"Machine Learning, Cybersecurity, Web Development",Beginner,Visual
STU04738,"Web Development, Cybersecurity, Deep Learning",Advanced,Visual
STU04739,Data Analytics,Beginner,practical
STU04740,"Software Development, Cloud Computing",Beginner,Visual
STU04741,Artificial Intelligence,Advanced,Visual
STU04742,Web Development,Advanced,Reading
STU04743,"DevOps, Web Development",Intermediate,Reading
STU04744,Cloud Computing,Beginner,practical
STU04745,Cybersecurity,Intermediate,practical
STU04746,Artificial Intelligence,Beginner,Reading
STU04747,"Web Development, Deep Learning",Beginner,Visual
STU04748,"Data Science, Python",Beginner,practical
STU04749,"Web Development, Artificial Intelligence, Data Analytics",Intermediate,Visual
STU04750,Data Science,Advanced,practical
STU04751,"DevOps, SQL",Intermediate,Reading
STU04752,"Artificial Intelligence, Data Science, Python",Beginner,practical
STU04753,Cloud Computing,Intermediate,practical
STU04754,Cloud Computing,Intermediate,practical
STU04755,"Machine Learning, Data Analytics, DevOps",Intermediate,Visual
